BranchesFrom	Vessel	VesselType	BodyPart	Sex	Anastomoses	ForBranchesSee	MergedVessel	CoordX	CoordY	BranchSequence	CellType	CellTypeLabel	CellTypeID	Biomarkers	BiomarkersLabel	BiomarkersID	ReferenceURL	Reference	ReferenceDOI	UBERON	FMA	BodyPartUberon	UBERONLabel	FMALabel	PathFromHeart
internal pudendal artery	perineal artery	artery	pelvis				0			2	blood vessel endothelial cell	blood vessel endothelial cell	CL:0000071	PECAM1 (CD31)	PECAM1	HGNC:8823	https://en.wikipedia.org/wiki/Perineal_artery	https://en.wikipedia.org/wiki/Perineal_artery		UBERON:0001358	fma20836	UBERON:0002355	perineal artery	Perineal artery	left ventricle;aorta;ascending aorta;aortic arch;descending aorta;descending thoracic aorta;abdominal aorta;common iliac artery;internal iliac artery;anterior division of internal iliac artery;internal pudendal artery;perineal artery
perineal artery	transverse perineal artery	artery	pelvis				0			1	blood vessel endothelial cell	blood vessel endothelial cell	CL:0000071	PECAM1 (CD31)	PECAM1	HGNC:8823	https://en.wikipedia.org/wiki/Perineal_artery	https://en.wikipedia.org/wiki/Perineal_artery			fma20840	UBERON:0002355		Transverse part of perineal artery	left ventricle;aorta;ascending aorta;aortic arch;descending aorta;descending thoracic aorta;abdominal aorta;common iliac artery;internal iliac artery;anterior division of internal iliac artery;internal pudendal artery;perineal artery;transverse perineal artery
internal pudendal artery	posterior labial artery	artery	vagina	female			0			3	blood vessel endothelial cell	blood vessel endothelial cell	CL:0000071	PECAM1 (CD31)	PECAM1	HGNC:8823	https://en.wikipedia.org/wiki/Posterior_labial_arteries	https://en.wikipedia.org/wiki/Posterior_labial_arteries			fma20886	UBERON:0000996		Posterior labial artery	left ventricle;aorta;ascending aorta;aortic arch;descending aorta;descending thoracic aorta;abdominal aorta;common iliac artery;internal iliac artery;anterior division of internal iliac artery;internal pudendal artery;posterior labial artery
internal pudendal artery	posterior scrotal artery	artery	scrotum	male			0			4	blood vessel endothelial cell	blood vessel endothelial cell	CL:0000071	PECAM1 (CD31)	PECAM1	HGNC:8823	https://en.wikipedia.org/wiki/Posterior_scrotal_arteries	https://en.wikipedia.org/wiki/Posterior_scrotal_arteries			fma20853	UBERON:0001300		Posterior scrotal artery	left ventricle;aorta;ascending aorta;aortic arch;descending aorta;descending thoracic aorta;abdominal aorta;common iliac artery;internal iliac artery;anterior division of internal iliac artery;internal pudendal artery;posterior scrotal artery
internal pudendal artery	vestibular bulb artery	artery	vagina				0			999	blood vessel endothelial cell	blood vessel endothelial cell	CL:0000071	PECAM1 (CD31)	PECAM1	HGNC:8823	https://en.wikipedia.org/wiki/Artery_of_bulb_of_vestibule	https://en.wikipedia.org/wiki/Artery_of_bulb_of_vestibule		UBERON:0034727	fma20900	UBERON:0000996	vestibular bulb artery	Vestibular bulb artery	left ventricle;aorta;ascending aorta;aortic arch;descending aorta;descending thoracic aorta;abdominal aorta;common iliac artery;internal iliac artery;anterior division of internal iliac artery;internal pudendal artery;vestibular bulb artery
anterior division of internal iliac artery	middle rectal artery	artery	pelvis				0			7	blood vessel endothelial cell	blood vessel endothelial cell	CL:0000071	PECAM1 (CD31)	PECAM1	HGNC:8823	https://en.wikipedia.org/wiki/Internal_iliac_artery	https://en.wikipedia.org/wiki/Internal_iliac_artery			fma18826	UBERON:0002355		Middle rectal artery	left ventricle;aorta;ascending aorta;aortic arch;descending aorta;descending thoracic aorta;abdominal aorta;common iliac artery;internal iliac artery;anterior division of internal iliac artery;middle rectal artery
anterior division of internal iliac artery	obturator artery	artery	pelvis				0			3	blood vessel endothelial cell	blood vessel endothelial cell	CL:0000071	PECAM1 (CD31)	PECAM1	HGNC:8823	https://en.wikipedia.org/wiki/Internal_iliac_artery	https://en.wikipedia.org/wiki/Internal_iliac_artery		UBERON:0001314	fma18865	UBERON:0002355	obturator artery	Obturator artery	left ventricle;aorta;ascending aorta;aortic arch;descending aorta;descending thoracic aorta;abdominal aorta;common iliac artery;internal iliac artery;anterior division of internal iliac artery;obturator artery
obturator artery	acetabular branch of obturator artery	artery	pelvis				0			999	blood vessel endothelial cell	blood vessel endothelial cell	CL:0000071	PECAM1 (CD31)	PECAM1	HGNC:8823	https://www.kenhub.com/en/library/anatomy/obturator-artery	https://www.kenhub.com/en/library/anatomy/obturator-artery			fma70175	UBERON:0002355		Trunk of acetabular part of obturator artery	left ventricle;aorta;ascending aorta;aortic arch;descending aorta;descending thoracic aorta;abdominal aorta;common iliac artery;internal iliac artery;anterior division of internal iliac artery;obturator artery;acetabular branch of obturator artery
obturator artery	anterior branch of obturator artery	artery	pelvis				0			1	blood vessel endothelial cell	blood vessel endothelial cell	CL:0000071	PECAM1 (CD31)	PECAM1	HGNC:8823	https://en.wikipedia.org/wiki/Obturator_artery	https://en.wikipedia.org/wiki/Obturator_artery			fma70150	UBERON:0002355		Trunk of anterior part of obturator artery	left ventricle;aorta;ascending aorta;aortic arch;descending aorta;descending thoracic aorta;abdominal aorta;common iliac artery;internal iliac artery;anterior division of internal iliac artery;obturator artery;anterior branch of obturator artery
obturator artery	posterior branch of obturator artery	artery	pelvis				0			2	blood vessel endothelial cell	blood vessel endothelial cell	CL:0000071	PECAM1 (CD31)	PECAM1	HGNC:8823	https://en.wikipedia.org/wiki/Obturator_artery	https://en.wikipedia.org/wiki/Obturator_artery				UBERON:0002355			left ventricle;aorta;ascending aorta;aortic arch;descending aorta;descending thoracic aorta;abdominal aorta;common iliac artery;internal iliac artery;anterior division of internal iliac artery;obturator artery;posterior branch of obturator artery
anterior division of internal iliac artery	superior vesical artery	artery	urinary bladder				0			1	blood vessel endothelial cell	blood vessel endothelial cell	CL:0000071	PECAM1 (CD31)	PECAM1	HGNC:8823	https://en.wikipedia.org/wiki/Superior_vesical_artery	https://en.wikipedia.org/wiki/Superior_vesical_artery		UBERON:0001312	fma18839	UBERON:0001255	superior vesical artery	Superior vesical artery	left ventricle;aorta;ascending aorta;aortic arch;descending aorta;descending thoracic aorta;abdominal aorta;common iliac artery;internal iliac artery;anterior division of internal iliac artery;superior vesical artery
superior vesical artery	middle vesical artery	artery	urinary bladder				0			1	blood vessel endothelial cell	blood vessel endothelial cell	CL:0000071	PECAM1 (CD31)	PECAM1	HGNC:8823	https://en.wikipedia.org/wiki/Superior_vesical_artery	https://en.wikipedia.org/wiki/Superior_vesical_artery		UBERON:0035640		UBERON:0001255	middle vesical artery		left ventricle;aorta;ascending aorta;aortic arch;descending aorta;descending thoracic aorta;abdominal aorta;common iliac artery;internal iliac artery;anterior division of internal iliac artery;superior vesical artery;middle vesical artery
anterior division of internal iliac artery	umbilical artery	artery	pelvis				0			999	blood vessel endothelial cell	blood vessel endothelial cell	CL:0000071	PECAM1 (CD31)	PECAM1	HGNC:8823	https://en.wikipedia.org/wiki/Umbilical_artery	https://en.wikipedia.org/wiki/Umbilical_artery		UBERON:0001310	fma18820	UBERON:0002355	umbilical artery	Umbilical artery	left ventricle;aorta;ascending aorta;aortic arch;descending aorta;descending thoracic aorta;abdominal aorta;common iliac artery;internal iliac artery;anterior division of internal iliac artery;umbilical artery
umbilical artery	deferent duct artery	artery	penis				0			1	blood vessel endothelial cell	blood vessel endothelial cell	CL:0000071	PECAM1 (CD31)	PECAM1	HGNC:8823	https://en.wikipedia.org/wiki/Umbilical_artery	https://en.wikipedia.org/wiki/Umbilical_artery		UBERON:0005192	fma18930	UBERON:0000989	deferent duct artery	Artery of ductus deferens	left ventricle;aorta;ascending aorta;aortic arch;descending aorta;descending thoracic aorta;abdominal aorta;common iliac artery;internal iliac artery;anterior division of internal iliac artery;umbilical artery;deferent duct artery
anterior division of internal iliac artery	uterine artery	artery	uterus	female			0			4	blood vessel endothelial cell	blood vessel endothelial cell	CL:0000071	PECAM1 (CD31)	PECAM1	HGNC:8823	https://en.wikipedia.org/wiki/Uterine_artery	https://en.wikipedia.org/wiki/Uterine_artery		UBERON:0002493	fma18829	UBERON:0000995	uterine artery	Uterine artery	left ventricle;aorta;ascending aorta;aortic arch;descending aorta;descending thoracic aorta;abdominal aorta;common iliac artery;internal iliac artery;anterior division of internal iliac artery;uterine artery
uterine artery	arcuate artery of uterus	artery	uterus	female			0			1	blood vessel endothelial cell	blood vessel endothelial cell	CL:0000071	PECAM1 (CD31)	PECAM1	HGNC:8823	https://en.wikipedia.org/wiki/Arcuate_vessels_of_uterus	https://en.wikipedia.org/wiki/Arcuate_vessels_of_uterus		UBERON:0015173	fma21101	UBERON:0000995	helicine branch of uterine artery	Helicine artery of uterus	left ventricle;aorta;ascending aorta;aortic arch;descending aorta;descending thoracic aorta;abdominal aorta;common iliac artery;internal iliac artery;anterior division of internal iliac artery;uterine artery;arcuate artery of uterus
arcuate artery of uterus	radial artery of uterus	artery	uterus	female			0			1	blood vessel endothelial cell	blood vessel endothelial cell	CL:0000071	PECAM1 (CD31)	PECAM1	HGNC:8823	https://en.wikipedia.org/wiki/Arcuate_vessels_of_uterus	https://en.wikipedia.org/wiki/Arcuate_vessels_of_uterus				UBERON:0000995			left ventricle;aorta;ascending aorta;aortic arch;descending aorta;descending thoracic aorta;abdominal aorta;common iliac artery;internal iliac artery;anterior division of internal iliac artery;uterine artery;arcuate artery of uterus;radial artery of uterus
radial artery of uterus	uterine spiral artery	artery	uterus	female			0			1	blood vessel endothelial cell	blood vessel endothelial cell	CL:0000071	PECAM1 (CD31)	PECAM1	HGNC:8823	https://en.wikipedia.org/wiki/Spiral_artery	https://en.wikipedia.org/wiki/Spiral_artery		UBERON:0015171		UBERON:0000995	uterine spiral artery		left ventricle;aorta;ascending aorta;aortic arch;descending aorta;descending thoracic aorta;abdominal aorta;common iliac artery;internal iliac artery;anterior division of internal iliac artery;uterine artery;arcuate artery of uterus;radial artery of uterus;uterine spiral artery
anterior division of internal iliac artery	vaginal artery	artery	vagina	female			0			5	blood vessel endothelial cell	blood vessel endothelial cell	CL:0000071	PECAM1 (CD31)	PECAM1	HGNC:8823	https://en.wikipedia.org/wiki/Internal_iliac_artery	https://en.wikipedia.org/wiki/Internal_iliac_artery			fma18832	UBERON:0000996		Vaginal artery	left ventricle;aorta;ascending aorta;aortic arch;descending aorta;descending thoracic aorta;abdominal aorta;common iliac artery;internal iliac artery;anterior division of internal iliac artery;vaginal artery
internal iliac artery	posterior division of internal iliac artery	artery	pelvis				0			1	blood vessel endothelial cell	blood vessel endothelial cell	CL:0000071	PECAM1 (CD31)	PECAM1	HGNC:8823	https://en.wikipedia.org/wiki/Internal_iliac_artery	https://en.wikipedia.org/wiki/Internal_iliac_artery			fma69798	UBERON:0002355		Posterior division of internal iliac artery	left ventricle;aorta;ascending aorta;aortic arch;descending aorta;descending thoracic aorta;abdominal aorta;common iliac artery;internal iliac artery;posterior division of internal iliac artery
posterior division of internal iliac artery	iliolumbar artery	artery	pelvis				0			1	blood vessel endothelial cell	blood vessel endothelial cell	CL:0000071	PECAM1 (CD31)	PECAM1	HGNC:8823	https://en.wikipedia.org/wiki/Iliolumbar_artery	https://en.wikipedia.org/wiki/Iliolumbar_artery		UBERON:0001313	fma18845	UBERON:0002355	iliolumbar artery	Iliolumbar artery	left ventricle;aorta;ascending aorta;aortic arch;descending aorta;descending thoracic aorta;abdominal aorta;common iliac artery;internal iliac artery;posterior division of internal iliac artery;iliolumbar artery
iliolumbar artery	iliac branch of iliolumbar artery	artery	pelvis				0			1	blood vessel endothelial cell	blood vessel endothelial cell	CL:0000071	PECAM1 (CD31)	PECAM1	HGNC:8823	https://en.wikipedia.org/wiki/Iliac_branch_of_iliolumbar_artery	https://en.wikipedia.org/wiki/Iliac_branch_of_iliolumbar_artery			fma18850	UBERON:0002355		Iliac part of iliolumbar artery	left ventricle;aorta;ascending aorta;aortic arch;descending aorta;descending thoracic aorta;abdominal aorta;common iliac artery;internal iliac artery;posterior division of internal iliac artery;iliolumbar artery;iliac branch of iliolumbar artery
iliolumbar artery	lumbar branch of iliolumbar artery	artery	pelvis				0			2	blood vessel endothelial cell	blood vessel endothelial cell	CL:0000071	PECAM1 (CD31)	PECAM1	HGNC:8823	https://en.wikipedia.org/wiki/Lumbar_branch_of_iliolumbar_artery	https://en.wikipedia.org/wiki/Lumbar_branch_of_iliolumbar_artery			fma18849	UBERON:0002355		Lumbar part of iliolumbar artery	left ventricle;aorta;ascending aorta;aortic arch;descending aorta;descending thoracic aorta;abdominal aorta;common iliac artery;internal iliac artery;posterior division of internal iliac artery;iliolumbar artery;lumbar branch of iliolumbar artery
posterior division of internal iliac artery	lateral sacral artery	artery	pelvis				0			2	blood vessel endothelial cell	blood vessel endothelial cell	CL:0000071	PECAM1 (CD31)	PECAM1	HGNC:8823	https://en.wikipedia.org/wiki/Lateral_sacral_artery	https://en.wikipedia.org/wiki/Lateral_sacral_artery			fma18855	UBERON:0002355		Lateral sacral artery	left ventricle;aorta;ascending aorta;aortic arch;descending aorta;descending thoracic aorta;abdominal aorta;common iliac artery;internal iliac artery;posterior division of internal iliac artery;lateral sacral artery
posterior division of internal iliac artery	superior gluteal artery	artery	pelvis				0			3	blood vessel endothelial cell	blood vessel endothelial cell	CL:0000071	PECAM1 (CD31)	PECAM1	HGNC:8823	https://en.wikipedia.org/wiki/Superior_gluteal_artery	https://en.wikipedia.org/wiki/Superior_gluteal_artery		UBERON:0001315	fma18868	UBERON:0002355	superior gluteal artery	Superior gluteal artery	left ventricle;aorta;ascending aorta;aortic arch;descending aorta;descending thoracic aorta;abdominal aorta;common iliac artery;internal iliac artery;posterior division of internal iliac artery;superior gluteal artery
superior gluteal artery	deep superior gluteal artery	artery	pelvis				0			1	blood vessel endothelial cell	blood vessel endothelial cell	CL:0000071	PECAM1 (CD31)	PECAM1	HGNC:8823	https://en.wikipedia.org/wiki/Superior_gluteal_artery	https://en.wikipedia.org/wiki/Superior_gluteal_artery			fma21121	UBERON:0002355		Deep part of superior gluteal artery	left ventricle;aorta;ascending aorta;aortic arch;descending aorta;descending thoracic aorta;abdominal aorta;common iliac artery;internal iliac artery;posterior division of internal iliac artery;superior gluteal artery;deep superior gluteal artery
